name,birth_year,death_year,migration_status,profession_raw,birth_location,gender,duration,event_observed,cohort,implausibly_alive,likely_post_soviet_emigrant
Аванесов Георгій  Андрійович,1922.0,1984.0,non_migrated,диригент,Луганськ,male,62.0,1,dead,False,False
Авдєєв Вадим  Миколайович,1933.0,1997.0,non_migrated,співак (тенор),"Зінов’євськ, нині Кіровоград",male,64.0,1,dead,False,False
Авдієвський Анатолій  Тимофійович,1933.0,2016.0,non_migrated,хоровий диригент,"с. Федвар, нині с. Підлісне Олександрів. р-ну Кіровогр. обл.",male,83.0,1,dead,False,False
Авдієнко Яків  Павлович,1897.0,1994.0,non_migrated,кінооператор і кінорежисер,,male,97.0,1,dead,False,False
Аведикова Єлизавета  Андріївна,1878.0,1968.0,non_migrated,акторка,,female,90.0,1,dead,False,False
Авер’янов Георгій  Борисович,1930.0,1991.0,non_migrated,віолончеліст,"с. Біляївка, нині місто Одес. обл.",male,61.0,1,dead,False,False
Аверін Всеволод  Григорович,1889.0,1946.0,non_migrated,графік,,male,57.0,1,dead,False,False
Аверков Павло  Петрович,1924.0,1986.0,non_migrated,художник скла,"м. Тула, РФ",male,62.0,1,dead,False,False
Аверченко Аркадій  Тимофійович,1881.0,1925.0,migrated,прозаїк-гуморист,,male,44.0,1,dead,False,False
Аверченко Віталій  Петрович,1937.0,2023.0,non_migrated,актор і режисер,"м. Каменськ-Шахтинський Ростов. обл., РФ",male,86.0,1,dead,False,False
Авлошенко Вадим  Сергійович,1940.0,2014.0,internal_transfer,кінооператор і кіносценарист,"м. Куйбишев, нині Самара, РФ",male,74.0,1,dead,False,False
Авраменко Андрій  Васильович,1893.0,1944.0,non_migrated,актор,,male,51.0,1,dead,False,False
Авраменко Василь  Кирилович,1895.0,1981.0,migrated,хореограф,,male,86.0,1,dead,False,False
Авраменко Віталій  Григорович,1912.0,1974.0,non_migrated,актор,,male,62.0,1,dead,False,False
Авраменко Георгій  Титович,1905.0,1978.0,non_migrated,актор і режисер,,male,73.0,1,dead,False,False
Авраменко Іван  Гаврилович,1923.0,2008.0,non_migrated,художник-оформлювач (графік,"с. Колядинець, нині Липоводолин. р-ну Сум. обл.",male,85.0,1,dead,False,False
Авраменко Ігор  Михайлович,1929.0,1991.0,non_migrated,актор,Дніпропетровськ,male,62.0,1,dead,False,False
Авраменко Олександр  Іванович,1934.0,1974.0,non_migrated,письменник,Запоріжжя,male,40.0,1,dead,False,False
Аврамчик Микола  Якович,1920.0,2017.0,non_migrated,білоруський поет,"с. Плеси, нині Бобруй. р-ну Могильов. обл., Білорусь",male,97.0,1,dead,False,False
Аврахов Григорій  Герасимович,1922.0,2007.0,non_migrated,літературознавець,"с. Попельнасте, нині Олександрій. р-ну Кіровогр. обл.",male,85.0,1,dead,False,False
Аврашов Віктор  Олександрович,1900.0,1972.0,non_migrated,актор,,male,72.0,1,dead,False,False
Авсюкевич Марфа  Ничипорівна,1880.0,1965.0,non_migrated,акторка,,female,85.0,1,dead,False,False
Автомонов Павло  Федорович,1922.0,1988.0,non_migrated,письменник,"с. Олександрівка, нині Золочів. р-ну Харків. обл.",male,66.0,1,dead,False,False
Авшаров Борис  Павлович,1889.0,1964.0,non_migrated,актор,,male,75.0,1,dead,False,False
Агапов Юрій  Іванович,1937.0,1985.0,non_migrated,художник-графік,"с. Миронівка, нині місто Київ.

обл.",male,48.0,1,dead,False,False
Агафонов Євген  Андрійович,1879.0,1955.0,migrated,художник,,male,76.0,1,dead,False,False
Агафонова Надія Олександрівна,1978.0,2022.0,non_migrated,поетеса,Миколаїв,female,44.0,1,dead,False,False
Агібалов Василь  Іванович,1913.0,2002.0,non_migrated,скульптор,,male,89.0,1,dead,False,False
Агніт-Следзевський Казимир  Генріхович,1898.0,1973.0,non_migrated,графік,,male,75.0,1,dead,False,False
Агранов Володимир (Вульф) Йосипович,1918.0,1995.0,non_migrated,художник кіно і театру,"м. Жлобин, нині Гомел. обл., Білорусь",male,77.0,1,dead,False,False
Аграновський Давид  Самійлович,1890.0,1953.0,internal_transfer,оперний співак (тенор),"м. Ромни, нині Сум. обл.",male,63.0,1,dead,False,False
Адаменко Микола  Петрович,1931.0,2022.0,non_migrated,поет,с. Загребелля Сосниц. р-ну Черніг. обл.,male,91.0,1,dead,False,False
Адамкевич Віктор  Владиславович,1915.0,1973.0,non_migrated,живописець,,male,58.0,1,dead,False,False
Адамович Отто Максович,1891.0,1938.0,non_migrated,художник-кераміст,"м. Лібава Курляндської губ., Росія, нині Лієпая, Латвія",male,47.0,1,dead,False,False
Адамович Алесь (Олександр) Михайлович,1927.0,1994.0,non_migrated,білоруський письменник,,male,67.0,1,dead,False,False
Адамович Сергій  Тадейович,1922.0,1998.0,non_migrated,графік,"с-ще Рубіжне, нині у складі м. Лисичанськ Луган. обл.",male,76.0,1,dead,False,False
Адамська Марія  Станіславівна,1916.0,1995.0,non_migrated,акторка,Варшава,female,79.0,1,dead,False,False
Адельгейм Євген  Георгійович,1907.0,1983.0,non_migrated,літературознавець,,male,76.0,1,dead,False,False
Адріанова-Перетц Варвара  Павлівна,1888.0,1972.0,internal_transfer,літературознавець,,female,84.0,1,dead,False,False
Аерова Фрида  Ісааківна,1916.0,1990.0,non_migrated,музикознавець,,female,74.0,1,dead,False,False
Азаров Борис  Іванович,1940.0,2013.0,non_migrated,режисер,Сімферополь,male,73.0,1,dead,False,False
Азарх-Опалова Євгенія  Еммануїлівна,1900.0,1985.0,non_migrated,акторка,,female,85.0,1,dead,False,False
Азерська Єлизавета  Григорівна,1868.0,1946.0,internal_transfer,оперна співачка (мецо-сопрано),,female,78.0,1,dead,False,False
Азєєв Євстахій Степанович,1851.0,1918.0,internal_transfer,композитор,,male,67.0,1,dead,False,False
Азовська Віра  Яківна,1894.0,1958.0,non_migrated,акторка,,female,64.0,1,dead,False,False
Азовський Микола  Панасович,1903.0,1947.0,migrated,художник,Київ,male,44.0,1,dead,False,False
Азрікан Арнольд  Григорович,1906.0,1976.0,internal_transfer,оперний співак (драматичний тенор),,male,70.0,1,dead,False,False
Айвазов Асан  Сабрі,1878.0,1938.0,deported,кримськотатарський письменник,"м. Алупка, нині АР Крим",male,60.0,1,dead,False,False
Айзенберґ Григорій  Давидович,1908.0,1993.0,internal_transfer,кінооператор,,male,85.0,1,dead,False,False
Айзенштадт Валерій  Ківович,1926.0,1999.0,non_migrated,театрознавець,Харків,male,73.0,1,dead,False,False
Айзеншток Ієремія  Якович,1900.0,1980.0,internal_transfer,літературознавець,,male,80.0,1,dead,False,False
Айзман Давид  Якович,1869.0,1922.0,internal_transfer,письменник,,male,53.0,1,dead,False,False
Аймурзаєв Жолмурза  Мурзайович,1910.0,1996.0,non_migrated,каракалпацький письменник,"с. Бесари Чимбайського округу, нині Каракалпакія, Узбекистан",male,86.0,1,dead,False,False
Акименко Федір Степанович,1876.0,1945.0,migrated,композитор,,male,69.0,1,dead,False,False
Акимов Микола Павлович,1901.0,1968.0,internal_transfer,режисер,,male,67.0,1,dead,False,False
Акиншин Михайло Васильович,1927.0,1982.0,non_migrated,художник,"с. Ломово, нині Курської обл., РФ",male,55.0,1,dead,False,False
Акишина Ганна Іванівна,1910.0,1991.0,non_migrated,художник-живописець,,female,81.0,1,dead,False,False
Акритова Елла Олексіївна,1934.0,2018.0,migrated,концертно-камерна співачка (сопрано),"с. Ялта, нині смт Першотравн. р-ну Донец. обл.",female,84.0,1,dead,False,False
Аксентович Теодор,1859.0,1938.0,migrated,художник,"м. Брашов, нині Румунія",male,79.0,1,dead,False,False
Аксинін Олександр Дмитрович,1949.0,1985.0,non_migrated,графік,Львів,male,36.0,1,dead,False,False
Аксьонов Іван Олександрович,1884.0,1935.0,internal_transfer,поет,,male,51.0,1,dead,False,False
Аксьонова Євдокія Максимівна,1917.0,1986.0,non_migrated,критик і літературознавець,,female,69.0,1,dead,False,False
